id,start_date,motion:title,motion:legislative_session
62-62,2012-12-19,DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY DE AEROPUERTOS (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Primer Año
62-65,2012-12-19,"DECRETO QUE REFORMA Y ADICIONA DIV. DISPOSICIONES DE LA CPEUM, EN MATERIA DE EDUCACION (EN LO PART. EL ART. 3°, FRACCION III RESERVADO CON LA MODIFICACION ACEPTADA)",Primer Período de Sesiones Ordinarias del Primer Año
62-64,2012-12-19,"DECRETO QUE REFORMA Y ADICIONA DIV. DISPOSICIONES DE LA CPEUM, EN MATERIA DE EDUCACION (EN LO GRAL Y EN LO PART. LOS ART. NO RESERVADOS)",Primer Período de Sesiones Ordinarias del Primer Año
62-67,2012-12-19,"DECRETO QUE REFORMA Y ADICIONA DIV. DISPOSICIONES DE LA CPEUM, EN MATERIA DE EDUCACION (EN LO PART. LOS ART. RESERVADOS EN SUS TERMINOS Y CON LAS MOD. ACEPTADAS)",Primer Período de Sesiones Ordinarias del Primer Año
62-66,2012-12-19,"DECRETO QUE REFORMA Y ADICIONA DIV. DISPOSICIONES DE LA CPEUM, EN MATERIA DE EDUCACION (EN LO PART. EL ART. 3°, FRACCION IX PRIMER PARRAFO RESERVADO CON LA MODIFICACION ACEPTADA)",Primer Período de Sesiones Ordinarias del Primer Año
62-69,2012-12-20,DECRETO QUE REF. EL QUINTO PARRAFO DEL ART. 10 DE LA L. PARA REGULAR LAS ACT. DE LAS SOC. COOPERATIVAS DE AHORRO Y PRESTAMO (EN LO GRAL Y EN LO PART.),Primer Período de Sesiones Ordinarias del Primer Año
62-68,2012-12-19,"DECRETO QUE REFORMA Y ADICIONA DIV. DISPOSICIONES DE LA CPEUM, EN MATERIA DE EDUCACION (EN LO PART. LOS ART. 5 TRANSITORIO CON LAS MOD ACEPTADAS)",Primer Período de Sesiones Ordinarias del Primer Año
62-625,2014-12-02,"DECRETO POR EL QUE SE EXPIDE LA LEY NACIONAL DE MECANISMOS ALTERNATIVOS DE SOLUCIÓN DE CONTROVERSIAS EN MATERIA PENAL; SE REFORMAN DIVERSAS DISPOSICIONES DEL CÓDIGO NACIONAL DE PROCEDIMIENTOS PENALES, Y SE REFORMAN Y ADICIONAN DIVERSAS DISPOSICIONES DEL CÓDIGO FEDERAL DE PROCEDIMIENTOS PENALES (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Tercer Año
62-336,2013-10-22,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LOS TITULOS TERCERO BIS Y DECIMO OCTAVO DE LA LEY GENERAL DE SALUD (EN LO PARTICULAR LOS ARTICULOS RESERVADOS EN SUS TERMINOS)",Primer Período de Sesiones Ordinarias del Segundo Año
62-337,2013-10-22,DECRETO QUE REFORMA EL ARTÍCULO TERCERO TRANSITORIO Y ADICIONA LOS ARTICULOS DECIMO TERCERO Y DECIMO CUARTO TRANSITORIOS DEL DECRETO POR EL QUE SE EXPIDE LA LEY GENERAL DEL SISTEMA NACIONAL DE SEGURIDAD PUBLICA (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año
62-334,2013-10-18,LEY DE INGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2014 (EN LO PARTICULAR LOS ARTICULOS RESERVADOS EN SUS TERMINOS Y CON LAS MODIFICACIONES ACEPTADAS),Primer Período de Sesiones Ordinarias del Segundo Año
62-335,2013-10-22,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LOS TITULOS TERCERO BIS Y DECIMO OCTAVO DE LA LEY GENERAL DE SALUD (EN LO GRAL. Y EN LO PART.LOS ARTICULOS NO RESERVADOS)",Primer Período de Sesiones Ordinarias del Segundo Año
62-332,2013-10-18,LEY DE INGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2014 (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS),Primer Período de Sesiones Ordinarias del Segundo Año
62-676,2015-02-10,DECRETO QUE REFORMA EL ARTÍCULO 112 DE LA LEY DE MIGRACIÓN (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Tercer Año
62-331,2013-10-17,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY DEL IVA, DE LA LEY DEL IEPS, DE LA LEY FEDERAL DE DERECHOS Y SE EXPIDE LA LEY DEL ISR (EN LO PARTICULAR LOS ARTICULOS SEPTIMO, OCTAVO Y NOVENO CORRESPONDIENTES A LA LEY DEL ISR, SUS DISPOSICIONES DE VIGENCIA TEMPORAL Y DISPOSICIONES TRANSITORIAS, EN TERMINOS DEL DICTAMEN Y CON LAS MODIFICACIONES ACEPTADAS POR LA ASAMBLEA)",Primer Período de Sesiones Ordinarias del Segundo Año
62-616,2014-11-13,PRESUPESTO DE EGRESOS DE LA FEDERACION PARA EL EJERCICIO FISCAL DE 2015 (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS Y ANEXOS NO RESERVADOS),Primer Período de Sesiones Ordinarias del Tercer Año
62-459,2014-03-19,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY DEL INSTITUTO DE SEGURIDAD SOCIAL PARA LA FUERZAS ARMADAS MEXICANAS (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Segundo Año
62-202,2013-04-17,"DECRETO QUE EXPIDE LA LEY FEDERAL DE RESPONSABILIDAD AMBIENTAL, Y SE REFORMAN, ADICIONAN Y DEROGAN DIV. DISP. DE LA L. GRAL. DEL EQUILIBRIO ECOLOGICO Y LA PROTEC. AL AMBIENTE, DE LA LEY GRAL. DE VIDA. SILVESTRES, DE LA LGPYGIR, DE LA LGDFS, DE LA LGAN, DEL CPF, DE LA LNCM Y DE LA LGBN (EN LO PART. ARTICULO 54 EN SUS TÉRMINOS, DE LA LEY FEDERAL DE RESPONSABILIDAD AMBIENTAL )",Segundo Período de Sesiones Ordinarias del Primer Año
62-203,2013-04-17,DECRETO QUE ADICIONA UNA FRACCION XXXVII BIS AL ARTICULO 8o. Y UNA FRACCION XV AL ARTICULO 20 DE LA LEY GENERAL DE PESCA Y ACUACULTURA SUSTENTABLES (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Primer Año
62-200,2013-04-17,"DECRETO QUE EXPIDE LA LEY FEDERAL DE RESPONSABILIDAD AMBIENTAL, Y SE REFORMAN, ADICIONAN Y DEROGAN DIV. DISP. DE LA L. GRAL. DEL EQUILIBRIO ECOLOGICO Y LA PROTEC. AL AMBIENTE, DE LA LEY GRAL. DE VIDA. SILVESTRES, DE LA LGPYGIR, DE LA LGDFS, DE LA LGAN, DEL CPF, DE LA LNCM Y DE LA LGBN (EN LO PART. LOS ARTS 421 DEL CÓDIGO PENAL FEDERAL, 14 BIS 4, 96 BIS Y 96 BIS 1 CON LAS MODIFICACIONES ACEPTADAS DE LA LEY DE AGUAS NACIONALES )",Segundo Período de Sesiones Ordinarias del Primer Año
62-201,2013-04-17,"DECRETO QUE EXPIDE LA LEY FEDERAL DE RESPONSABILIDAD AMBIENTAL, Y SE REFORMAN, ADICIONAN Y DEROGAN DIV. DISP. DE LA L. GRAL. DEL EQUILIBRIO ECOLOGICO Y LA PROTEC. AL AMBIENTE, DE LA LEY GRAL. DE VIDA. SILVESTRES, DE LA LGPYGIR, DE LA LGDFS, DE LA LGAN, DEL CPF, DE LA LNCM Y DE LA LGBN (EN LO PART. LOS ARTICULOS 1 , 19 CON LAS MODIFICACIONES ACEPTADAS Y 29 EN SUS TÉRMINOS, DE LA LEY FEDERAL DE RESPONSABILIDAD AMBIENTAL )",Segundo Período de Sesiones Ordinarias del Primer Año
62-206,2013-04-18,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY GENERAL DEL EQUILIBRIO ECOLÓGICO Y LA PROTECCIÓN AL AMBIENTE, EN MATERIA DE ÁREAS PROTEGIDAS MARINAS. (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Primer Año
62-207,2013-04-18,DECRETO QUE REFORMA EL ARTICULO 37 DE LA CONSTITUCION POLITICA DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GRAL. Y EN LO PART.),Segundo Período de Sesiones Ordinarias del Primer Año
62-204,2013-04-18,DECRETO QUE REFORMA LA FRACCION III DEL ARTICULO 530 DE LA LEY FEDERAL DEL TRABAJO (EN LO GENERAL Y EN LO PARTICULAR CON LA MODIFICACION ACEPTADA),Segundo Período de Sesiones Ordinarias del Primer Año
62-645,2014-12-04,DECRETO QUE REFORMA LOS ARTÍCULOS 2 Y 3 DE LA LEY DEL SISTEMA DE HORARIO EN LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
62-208,2013-04-18,DECRETO QUE ADICIONA LA FRACCION XXIX-R AL ARTICULO 73 DE LA CONSTITUCION POLITICA DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Primer Año
62-209,2013-04-18,"DECRETO QUE REFORMA EL INCISO E) Y SE ADICIONA UN INCISO O) DE LA FRACCION IV DEL ARTICULO 116 DE LA CPEUM (EN LO GRAL. Y EN LO PART., CON LA MODIFICACION ACEPTADA)",Segundo Período de Sesiones Ordinarias del Primer Año
62-595,2014-10-22,DECRETO QUE ADICIONA UN SEGUNDO PÁRRAFO AL ARTÍCULO 8 DE LA LEY DE MIGRACIÓN (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
62-639,2014-12-04,"DECRETO QUE ADICIONA UN TERCER PÁRRAFO AL ARTÍCULO 3o., Y SE REFORMA EL ARTÍCULO 4o. DE LA LEY QUE APRUEBA LA ADHESIÓN DE MÉXICO AL CONVENIO CONSTITUTIVO DEL BANCO DE DESARROLLO DEL CARIBE Y SU EJECUCIÓN (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Tercer Año
62-638,2014-12-04,"DECRETO QUE REFORMA EL ARTÍCULO 2 DE LA LEY QUE ESTABLECE BASES PARA LA EJECUCIÓN EN MÉXICO, POR EL PODER EJECUTIVO FEDERAL, DEL CONVENIO CONSTITUTIVO DE LA ASOCIACIÓN INTERNACIONAL DE FOMENTO (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Tercer Año
62-633,2014-12-03,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY GENERAL PARA PREVENIR, SANCIONAR Y ERRADICAR LOS DELITOS EN MATERIA DE TRATA DE PERSONAS Y PARA LA PROTECCIÓN Y ASISTENCIA A LAS VÍCTIMAS DE ESTOS DELITOS (EN LO PARTICULAR LOS ARTICULOS RESERVADOS 84 Y 86 EN SUS TERMINOS)",Primer Período de Sesiones Ordinarias del Tercer Año
62-632,2014-12-03,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY GENERAL PARA PREVENIR, SANCIONAR Y ERRADICAR LOS DELITOS EN MATERIA DE TRATA DE PERSONAS Y PARA LA PROTECCIÓN Y ASISTENCIA A LAS VÍCTIMAS DE ESTOS DELITOS (EN LO PARTICULAR LOS ARTICULOS RESERVADOS 2, 8, 10, 12, 13, 14, 15, 16, 18, 22, 24, 28, 28 BIS, 30, 31 Y 36, EN SUS TERMINOS)",Primer Período de Sesiones Ordinarias del Tercer Año
62-631,2014-12-03,"DECRETO QUE REFORMA, ADICIONA Y DEROGA DIVERSAS DISPOSICIONES DE LA LEY GENERAL PARA PREVENIR, SANCIONAR Y ERRADICAR LOS DELITOS EN MATERIA DE TRATA DE PERSONAS Y PARA LA PROTECCIÓN Y ASISTENCIA A LAS VÍCTIMAS DE ESTOS DELITOS (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS)",Primer Período de Sesiones Ordinarias del Tercer Año
62-630,2014-12-03,"DECRETO QUE REFORMA LOS ARTICULOS 1, PRIMER PARRAFO Y 28 DE LA LEY DE EDUCACION MILITAR DEL EJERCITO Y FUERZA AEREA MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Tercer Año
62-637,2014-12-04,"DECRETO POR EL QUE SE EXPIDE LA LEY PARA IMPULSAR EL INCREMENTO SOSTENIDO DE LA PRODUCTIVIDAD Y LA COMPETITIVIDAD DE LA ECONOMÍA NACIONAL, Y SE ADICIONA EL ARTÍCULO 21 BIS A LA LEY DE PLANEACIÓN (EN LO PARTICULAR LOS ARTICULOS RESERVADOS EN SUS TERMINOS)",Primer Período de Sesiones Ordinarias del Tercer Año
62-636,2014-12-04,"DECRETO POR EL QUE SE EXPIDE LA LEY PARA IMPULSAR EL INCREMENTO SOSTENIDO DE LA PRODUCTIVIDAD Y LA COMPETITIVIDAD DE LA ECONOMÍA NACIONAL, Y SE ADICIONA EL ARTÍCULO 21 BIS A LA LEY DE PLANEACIÓN (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS)",Primer Período de Sesiones Ordinarias del Tercer Año
62-635,2014-12-03,DECRETO QUE EXPIDE LA LEY FEDERAL DE JUEGOS CON APUESTAS Y SORTEOS (EN LO PARTICULAR LOS ARTICULOS RESERVADOS EN SUS TERMINOS),Primer Período de Sesiones Ordinarias del Tercer Año
62-634,2014-12-03,DECRETO QUE EXPIDE LA LEY FEDERAL DE JUEGOS CON APUESTAS Y SORTEOS (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS),Primer Período de Sesiones Ordinarias del Tercer Año
62-383,2013-11-28,"DECRETO POR EL QUE SE REFORMAN, ADICIONAN Y DEROGAN DIVERSAS DISPOSICIONES DE LA LEY FEDERAL DE PRESUPUESTO Y RESPONSABILIDAD HACENDARIA (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Segundo Año
62-382,2013-11-28,DECRETO QUE REFORMA EL ARTICULO 70 DE LA LEY AGRARIA (EN LO GENERAL Y EN LO PARTICULAR CON LA MODIFICACION ACEPTADA),Primer Período de Sesiones Ordinarias del Segundo Año
62-381,2013-11-27,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE SALUD, EN MATERIA DE ATENCION PREVENTIVA INTEGRADA A LA SALUD (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Segundo Año
62-380,2013-11-27,FE DE ERRATAS EN RELACION CON LA MINUTA PROYECTO DE DECRETO QUE REFORMA DIVERSAS DISPOSICIONES DE LA CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS EN MATERIA DE TRANSPARENCIA,Primer Período de Sesiones Ordinarias del Segundo Año
62-387,2013-12-03,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DEL CODIGO PENAL FEDERAL, DEL CODIGO FEDERAL DE PROCEDIMIENTOS PENALES, DE LA LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA, DEL CODIGO FISCAL DE LA FEDERACION Y DE LA LEY FEDERAL DE EXTINCIÓN DE DOMINIO, REGLAMENTARIA DEL ARTÍCULO 22 DE LA C.P.E.U.M. (EN LO PARTICULAR LOS ARTICULOS RESERVADOS EN SUS TERMINOS)",Primer Período de Sesiones Ordinarias del Segundo Año
62-386,2013-12-03,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DEL CODIGO PENAL FEDERAL, DEL CODIGO FEDERAL DE PROCEDIMIENTOS PENALES, DE LA LEY FEDERAL CONTRA LA DELINCUENCIA ORGANIZADA, DEL CODIGO FISCAL DE LA FEDERACION Y DE LA LEY FEDERAL DE EXTINCIÓN DE DOMINIO, REGLAMENTARIA DEL ARTÍCULO 22 DE LA C.P.E.U.M. (EN LO GENERAL Y EN LO PARTICULAR, LOS ARTICULOS NO RESERVADOS)",Primer Período de Sesiones Ordinarias del Segundo Año
62-385,2013-12-03,"DECRETO QUE REFORMA EL ARTICULO 34, Y ADICIONA UN ARTICULO 34 TER A LA LEY ORGANICA DEL CONGRESO GENERAL DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Segundo Año
62-384,2013-11-28,DECRETO QUE REFORMA LA FRACCION VII DEL ARTICULO 3 DE LA LEY GENERAL DE DESARROLLO SOCIAL (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año
62-389,2013-12-04,DECRETO QUE REFORMA LA FRACCION V DEL ARTICULO 3 DE LA LEY DE LA COMISION NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDIGENAS (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año
62-388,2013-12-04,DECRETO QUE REFORMA EL ARTICULO 242 DE LA LEY DEL SEGURO SOCIAL (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año
62-624,2014-11-27,DECRETO QUE REFORMA LA FRACCION VIII BIS DEL ARTICULO 5 DE LA LEY DE LOS INSTITUTOS NACIONALES DE SALUD (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
62-600,2014-10-28,"DECRETO QUE EXPIDE LA LEY DEL CONSEJO NACIONAL DE EVALUACIÓN DE LA POLÍTICA DE DESARROLLO SOCIAL Y SE REFORMAN, ADICIONAN Y DEROGAN DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE DESARROLLO SOCIAL (EN LO GENERAL Y EN LO PARTICULAR, CON LAS MODIFICACIONES ACEPTADAS )",Primer Período de Sesiones Ordinarias del Tercer Año
62-611,2014-11-06,"DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY DE PREMIOS, ESTIMULOS Y RECOMPENSAS CIVILES, PARA CREAR EL PREMIO NACIONAL DE CULTURA CONTRIBUTIVA (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Tercer Año
62-610,2014-11-06,DECRETO QUE REFORMA LOS ARTICULOS 167 Y 179 DE LA LEY DEL INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO (EN LO PARTICULAR LOS ARTICULOS RESERVADOS EN SUS TERMINOS),Primer Período de Sesiones Ordinarias del Tercer Año
62-696,2015-03-05,DECRETO POR EL QUE SE EXPIDE LA LEY GENERAL PARA LA ATENCIÓN Y PROTECCIÓN A PERSONAS CON LA CONDICIÓN DEL ESPECTRO AUTISTA (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Tercer Año
62-572,2014-09-25,"DECRETO QUE REFORMA LOS ARTÍCULOS 7o. Y 8o. DE LA LEY FEDERAL SOBRE MONUMENTOS Y ZONAS ARQUEOLÓGICOS, ARTÍSTICOS E HISTÓRICOS (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Tercer Año
62-656,2014-12-11,DECRETO QUE REFORMA DIVERSAS DISPOSICIONES DE LA LEY DE CIENCIA Y TECNOLOGÍA Y DE LA LEY FEDERAL DE RESPONSABILIDADES ADMINISTRATIVAS DE LOS SERVIDORES PÚBLICOS (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Tercer Año
62-709,2015-03-24,DECRETO POR EL QUE SE REFORMA LA FRACCIÓN VI DEL ARTÍCULO 4 DE LA LEY GENERAL DE TURISMO (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Tercer Año
62-708,2015-03-24,DECRETO POR EL QUE SE REFORMA LA FRACCIÓN VIII DEL ARTÍCULO 4 DE LA LEY GENERAL DE TURISMO (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Tercer Año
62-707,2015-03-19,DECRETO POR EL QUE SE ADICIONAN LOS ARTÍCULOS 47 Y 55 DE LA LEY ORGÁNICA DEL CONGRESO GENERAL DE LOS ESTADOS UNIDOS MEXICANOS (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Tercer Año
62-601,2014-10-28,"DECRETO QUE EXPIDE LA LEY DEL CONSEJO NACIONAL DE EVALUACION DE LA POLITICA DE DESARROLLO SOCIAL Y SE REFORMAN, ADICIONAN Y REROGAN DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE DESARROLLO SOCIAL (EN LO PART. LOS ARTS.RESERVADOSEN SUS TERMINOS O CON LAS MODIFICACIONES ACEPTADAS)",Primer Período de Sesiones Ordinarias del Tercer Año
62-705,2015-03-19,DECRETO POR EL QUE SE ADICIONA UN CUARTO PÁRRAFO AL ARTÍCULO 30 DE LA LEY FEDERAL DEL DERECHO DE AUTOR (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Tercer Año
62-702,2015-03-12,"DECRETO POR EL QUE SE REFORMAN Y ADICIONAN DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE SALUD, EN MATERIA DE BEBIDAS ALCOHÓLICAS (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Tercer Año
62-701,2015-03-12,"DECRETO POR EL QUE SE REFORMAN Y ADICIONAN DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE SALUD, EN MATERIA DE SEGURIDAD SANGUÍNEA (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Tercer Año
62-700,2015-03-10,"DECRETO POR EL QUE SE REFORMAN LOS ARTÍCULOS 2, 6, 19, 43, 71, Y 78; Y SE ADICIONAN LAS FRACCIONES IV Y V AL ARTÍCULO 4 DE LA LEY DE VIVIENDA (EN LO GENERAL Y EN LO PARTICULAR)",Segundo Período de Sesiones Ordinarias del Tercer Año
62-422,2014-02-11,DECRETO QUE REFORMA EL ARTICULO 2o. DE LA LEY GENERAL DE CULTURA FISICA Y DEPORTE (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
62-423,2014-02-11,DECRETO QUE REFORMA EL ARTICULO 118 DEL ESTATUTO DE GOBIERNO DEL DISTRITO FEDERAL (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
62-420,2014-02-11,DECRETO QUE ADICIONA UN ARTICULO 29 BIS A LA LEY DEL INFONAVIT (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
62-421,2014-02-11,DECRETO QUE ADICIONA UN ARTICULO 43 TER DE LA LEY DEL INFONAVIT (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
62-426,2014-02-12,DECRETO QUE REFORMA LOS ARTICULOS 61 Y 71 DE LA LEY REGLAMENTARIA DE LAS FRACCIONES I Y II DEL ARTICULO 105 DE LA CPEUM (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
62-427,2014-02-13,DECRETO QUE ABROGA LA LEY DE AMNISTIA DE 1978 (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
62-424,2014-02-12,DECRETO QUE REFORMA EL ARTICULO 191 DE LA LEY DE LA PROPIEDAD INDUSTRIAL (EN LO GENERAL Y EN LO PARTCULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
62-425,2014-02-12,DECRETO QUE REFORMA EL ARTICULO 38 DE LA LEY ORGANICA DE LA ADMINISTRACION PUBLICA FEDERAL (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
62-428,2014-02-13,DECRETO QUE REFORMA EL ARTICULO 381 DEL CODIGO PENAL FEDERAL (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
62-429,2014-02-13,DECRETO QUE REFORMA EL ARTÍCULO 2 DE LA LEY GENERAL DE PESCA Y ACUACULTURA SUSTENTABLES (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
62-486,2014-04-09,"DECRETO QUE ADICIONA DIVERSAS DISPOSICIONES DE LA LEY GENERAL DE CULTURA FISICA Y DEPORTE (EN LO PARTICULAR, ARTÍCULO 2, FRACCION XI RESERVADO, CON LA MODIFICACION ACEPTADA)",Segundo Período de Sesiones Ordinarias del Segundo Año
62-690,2015-02-26,"DECRETO POR EL QUE SE REFORMAN Y ADICIONAN DIVERSAS DISPOSICIONES DE LA C.P.E.U.M., EN MATERIA DE ANTICORRUPCION (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS)",Segundo Período de Sesiones Ordinarias del Tercer Año
62-295,2013-10-08,"DECRETO QUE ADICIONA UN ARTICULO 100 BIS A LA LOCGEUM, POR EL QUE SE CREA EL RECONOCIMIENTO ""EVA CARRILLO PUERTO"" EN EL SENADO (EN LO GENERAL Y EN LO PARTICULAR)",Primer Período de Sesiones Ordinarias del Segundo Año
62-294,2013-10-08,DECRETO QUE ADICIONA UNA FRACCION XV DEL ARTICULO 5 DE LA LEY DE ORGANIZACIONES GANADERAS (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año
62-487,2014-04-10,DECRETO POR EL QUE SE ESTABLECEN LAS CARACTERISTICAS DE UNA MONEDA CONMEMORATIVA ALUSIVA AL CENTENARIO DE LA TOMA DE ZACATECAS (EN LO GENERAL Y EN LO PARTICULAR),Segundo Período de Sesiones Ordinarias del Segundo Año
62-291,2013-10-03,"DECRETO QUE ADICIONA UN SEGUNDO PÁRRAFO AL ARTÍCULO 87 BIS 2 DE LA LEY GENERAL DEL EQUILIBRIO ECOLÓGICO Y LA PROTECCIÓN AL AMBIENTE, Y LAS FRACCIONES X, XXVI Y XLVII DEL ARTÍCULO 3 DE LA LEY GENERAL DE VIDA SILVESTRE (EN LO PARTICULAR EL ARTICULO 2° TRANSITORIO RESERVADO EN SUS TERMINOS)",Primer Período de Sesiones Ordinarias del Segundo Año
62-290,2013-10-03,"DECRETO QUE ADICIONA UN SEGUNDO PÁRRAFO AL ARTÍCULO 87 BIS 2 DE LA LEY GENERAL DEL EQUILIBRIO ECOLÓGICO Y LA PROTECCIÓN AL AMBIENTE, Y LAS FRACCIONES X, XXVI Y XLVII DEL ARTÍCULO 3 DE LA LEY GENERAL DE VIDA SILVESTRE (EN LO GENERAL Y EN LO PARTICULAR LOS ARTICULOS NO RESERVADOS)",Primer Período de Sesiones Ordinarias del Segundo Año
62-293,2013-10-08,DECRETO QUE REFORMA LOS ARTICULOS 1 Y 8 DE LA LEY DEL INSTITUTO MEXICANO DE LA JUVENTUD (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año
62-292,2013-10-08,DECRETO QUE REFORMA Y ADICIONA DIVERSAS DISPOSICIONES DE LA LEY GENERAL PARA LA IGUALDAD ENTRE MUJERES Y HOMBRES (EN LO GENERAL Y EN LO PARTICULAR),Primer Período de Sesiones Ordinarias del Segundo Año
