id,date,motion:title,motion:legislative_session,motion:legislative_session_type,motion:session,motion:session_type,count:yes,count:no,count:abstain,count:obstraction,count:blank
49-000671,1993-06-22T19:02:37,PLC N. 153/93 - SUBSTITUTIVO FINANCAS,CD03,ordinary,9,ordinary,308,87,6,0,0
49-000672,1993-06-22T19:36:35,PLC N. 153/93 - EMENDA 3,CD03,ordinary,9,ordinary,313,45,8,0,0
49-000673,1993-06-22T20:07:47,PLC N 153/93 - REQUERIMENTO RETIRADA DA EMENDA N. 29,CD03,ordinary,9,ordinary,218,110,6,0,0
49-000674,1993-06-22T20:23:34,PLC N. 153/93 - EMENDAS COM PARECER PELA REJEICAO,CD03,ordinary,9,ordinary,16,314,5,0,0
49-000675,1993-06-22T21:04:45,PLC N. 153/93 - DVS ART. 12,CD03,ordinary,9,ordinary,104,224,3,0,0
49-000676,1993-06-22T21:53:55,PLC N. 153/93 - DVS ART. 23,CD03,ordinary,9,ordinary,104,162,3,0,0
49-000677,1993-06-23T19:01:54,PL 3610/93 - SUBSTITUTIVO DA COMISSAO DE TRABALHO.,CD03,ordinary,9,ordinary,383,3,1,0,0
49-000678,1993-07-07T20:29:26,"PL N. 3984/93 - EMENDA N. 2 - ART. 3, II",CD03,ordinary,10,ordinary,44,98,2,0,0
49-000679,1993-07-13T19:38:54,PL 3610/93 - SUBSTITUTIVO DO SENADO,CD03,ordinary,11,ordinary,139,206,5,0,0
49-000680,1993-09-14T20:57:46,PL N. 3831/93 EMENDA N. 100 - VOTO EM BRANCO,CD03,ordinary,14,ordinary,78,203,2,0,0
49-000681,1993-09-14T22:06:48,PL N. 3831/93 - EMENDA N. 161,CD03,ordinary,14,ordinary,27,221,2,0,0
49-000682,1993-09-15T12:28:51,PL 3831/93 EMENDA 161,CD03,ordinary,14,extraordinary,45,250,3,0,0
49-000683,1993-09-15T13:38:25,PL 3831/93 EMENDA 323 - CENAS EXTERNAS,CD03,ordinary,14,extraordinary,87,190,2,0,0
49-000746,1993-09-22T20:06:23,PDL N. 256/93,CD03,ordinary,15,ordinary,253,5,7,0,0
49-000764,1993-09-28T19:20:52,PL N. 4176/93 - REQUERIMENTO DE URGENCIA,CD03,ordinary,15,ordinary,241,45,19,0,0
49-000685,1993-09-29T13:37:02,PL N. 4176/93 - REQUERIMENTO DE URGENCIA,CD03,ordinary,15,extraordinary,227,49,8,0,0
49-000686,1993-10-05T19:55:37,PL N. 4562/89 - SUBSTITUTIVO DO SENADO,CD03,ordinary,16,ordinary,28,118,5,0,0
49-000687,1993-10-19T18:49:55,PL 149/91 - RECURSO 126.,CD03,ordinary,17,ordinary,221,55,11,0,0
49-000688,1993-12-02T14:49:59,PL 4233/93 RECURSO CONTRA PARECER C.FINANCAS,CD03,ordinary,20,extraordinary,141,21,4,0,0
49-000689,1993-12-08T19:09:56,PL 4233/93  -  PARECER COMISSAO FINANCAS,CD03,ordinary,20,extraordinary,45,244,5,0,0
49-000691,1994-01-12T20:34:40,PL. N. 4223/93 - EMENDA DO SENADO,CD10,extraordinary,0,extraordinary,45,218,1,0,0
49-000690,1994-01-12T13:30:03,PL. N. 4005/93 - REQUERIMENTO DE URGENCIA,CD10,extraordinary,0,extraordinary,153,72,9,0,0
49-000694,1994-02-22T14:06:37,PL N. 4218/93.,CD04,ordinary,0,ordinary,197,25,11,0,0
49-000695,1994-02-23T12:07:18,PL 4218/93,CD04,ordinary,0,ordinary,279,14,10,0,0
49-000692,1994-02-02T13:46:07,PDL 383/93 -,CD10,extraordinary,1,ordinary,204,71,9,0,0
49-000693,1994-02-08T13:25:30,PL N. 68/91 - REQ. URGENCIA.,CD10,extraordinary,1,ordinary,146,20,4,0,0
49-000696,1994-03-09T13:05:39,PL 4393/94- PROJETO,CD04,ordinary,1,ordinary,233,42,5,0,0
49-000697,1994-03-17T13:31:19,PL 4151/93 - REDACAO FINAL,CD04,ordinary,1,ordinary,86,58,3,0,0
49-000698,1994-04-20T13:08:04,PDL 413/94   SUBSTITUTIVO,CD04,ordinary,3,ordinary,248,17,4,0,0
49-000699,1994-06-07T21:28:53,PL 3712/93 - REQ. DESMEMBRAMENTO,CD04,ordinary,6,ordinary,29,229,3,0,0
49-000700,1994-06-14T20:33:06,PL N. 171/87 - DESTAQUE EXPRESSAO NAO CONCENTRADO E,CD04,ordinary,6,ordinary,80,140,6,0,0
49-000701,1994-06-29T22:15:21,PL 4518/94 - SUBSTITUTIVO DA COMISSAO DE CONSTITUICAO,CD04,ordinary,7,ordinary,125,130,5,0,0
49-000702,1994-07-20T18:01:57,MENSAGEM N. 498 - REQUERIMENTO DE URGENCIA,CD04,ordinary,8,extraordinary,201,49,10,0,0
49-000703,1994-07-20T19:46:36,PL 4672/94  EMENDA N. 1 DO RELATOR - CCJR,CD04,ordinary,8,extraordinary,171,17,7,0,0
49-000704,1994-11-23T20:30:40,PL N.4386/94 - REQUERIMENTO DE URGENCIA.,CD04,ordinary,11,extraordinary,96,22,5,0,0
49-000705,1994-12-14T18:33:08,PL. N. 4851/94 - REQUERIMENTO PREFERENCIA.,CD04,ordinary,12,ordinary,180,59,8,0,0
49-000708,1994-12-21T14:44:08,PL 4881/94  - REQUERIMENTO PREFERNCIA,CD11,extraordinary,2,extraordinary,194,21,5,0,0
49-000709,1995-01-17T18:20:49,PROJETO DE RESOLUCAO N. 229/94 - REGIME DE URGENCIA,CD11,extraordinary,1,ordinary,343,8,9,0,0
49-000710,1995-01-17T19:04:44,PDL N. 451/95 - REQ. DE URGENCIA,CD11,extraordinary,1,ordinary,298,51,7,0,0
49-000711,1995-01-17T19:28:02,PDL N. 451/95 - PROJETO,CD11,extraordinary,1,ordinary,188,6,6,0,0
49-000712,1995-01-17T20:04:09,PDL N. 451/95 - PROJETO,CD11,extraordinary,1,ordinary,308,22,8,0,0
49-000713,1995-01-17T20:41:03,"PDL N, 452/95 - REQUERIMENTO DE URGENCIA",CD11,extraordinary,1,ordinary,289,40,6,0,0
49-000714,1995-01-17T21:26:58,PDL N. 452/95 - PROJETO,CD11,extraordinary,1,ordinary,252,49,9,0,0
49-000715,1995-01-18T17:31:08,PL. N. 4851/94 - REQUERIMENTO DE PREFERENCIA,CD11,extraordinary,1,extraordinary,228,106,14,0,0
49-000716,1995-01-18T19:29:44,PL. N. 4851/94 - REQUERIMENTO DE URGENCIA,CD11,extraordinary,1,extraordinary,291,88,12,0,0
49-000717,1995-01-18T20:31:15,PL. N. 4851/94 - SUBSTITUTIVO,CD11,extraordinary,1,extraordinary,253,110,8,0,0
